formation_session,Instrument,p_up,rank,initially_selected,execution_eligible,selected_for_target,primary_group,pre_cap_weight,post_cap_stock_weight,post_beta_stock_weight,estimated_pre_scale_volatility,volatility_scale,target_weight,executed_weight,trade_fraction,reason_code
2021-01-04,NVDA.OQ,0.6888758277255664,2.0,True,True,True,gpu_accelerator,0.125,0.1,0.09387422196866185,0.12020630607779395,0.8319031111003692,0.07809425730785642,0.05361196782580833,0.6865033316657827,SELECTED
2021-01-04,AMD.OQ,0.6896346276141269,1.0,True,True,True,gpu_accelerator,0.125,0.1,0.09387422196866185,0.12020630607779395,0.8319031111003692,0.07809425730785642,0.05361196782580833,0.6865033316657827,SELECTED
2021-01-04,AVGO.OQ,0.6346443878138996,14.0,False,True,False,gpu_accelerator,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,INTC.OQ,0.5241872327408477,38.0,False,True,False,gpu_accelerator,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,MRVL.OQ,,,False,False,False,gpu_accelerator,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,QCOM.OQ,0.5828574395365204,30.0,False,True,False,ai_semiconductor,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,TXN.OQ,0.5939394412114909,26.0,False,True,False,ai_semiconductor,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,ADI.OQ,0.594277993496515,24.0,False,True,False,ai_semiconductor,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,NXPI.OQ,,,False,False,False,ai_semiconductor,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,ON.OQ,,,False,False,False,ai_semiconductor,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,MPWR.OQ,,,False,False,False,ai_semiconductor,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,MU.OQ,0.5822884918527662,31.0,False,True,False,memory_hbm_storage,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,WDC.OQ,0.3354569766638878,40.0,False,True,False,memory_hbm_storage,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,STX.OQ,0.6130630928022653,17.0,False,True,False,memory_hbm_storage,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,SNDK.OQ,,,False,False,False,memory_hbm_storage,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,NTAP.OQ,0.6522411647126519,8.0,True,True,True,memory_hbm_storage,0.125,0.1,0.09387422196866185,0.12020630607779395,0.8319031111003692,0.07809425730785642,0.05361196782580833,0.6865033316657827,SELECTED
2021-01-04,HPE.N,0.6027354544903798,20.0,False,True,False,server_network,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,DELL.N,0.6279769955361071,15.0,False,True,False,server_network,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,ANET.N,0.6371469402562349,13.0,False,True,False,server_network,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,CSCO.OQ,0.6532346913752372,6.0,True,True,True,server_network,0.125,0.1,0.09387422196866185,0.12020630607779395,0.8319031111003692,0.07809425730785642,0.05361196782580833,0.6865033316657827,SELECTED
2021-01-04,JNPR.N^G25,0.6026003578678283,21.0,False,True,False,server_network,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,CIEN.N,,,False,False,False,server_network,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,MSFT.OQ,0.6465491570595707,12.0,False,True,False,cloud_software,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,AMZN.OQ,0.6494489732786421,11.0,False,True,False,cloud_software,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,GOOG.OQ,0.6528608283152647,7.0,True,True,True,cloud_software,0.125,0.1,0.09387422196866185,0.12020630607779395,0.8319031111003692,0.07809425730785642,0.05361196782580833,0.6865033316657827,SELECTED
2021-01-04,META.OQ,0.6093449827669076,19.0,False,True,False,cloud_software,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,ORCL.N,0.6603782964001524,5.0,True,True,True,cloud_software,0.125,0.1,0.09387422196866185,0.12020630607779395,0.8319031111003692,0.07809425730785642,0.05361196782580833,0.6865033316657827,SELECTED
2021-01-04,IBM.N,0.5596543266220473,34.0,False,True,False,cloud_software,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,NOW.N,0.5984195696488217,23.0,False,True,False,cloud_software,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,PLTR.OQ,,,False,False,False,cloud_software,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,SNPS.OQ,0.5715493493164792,32.0,False,True,False,cloud_software,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,CDNS.OQ,0.5639487139996604,33.0,False,True,False,cloud_software,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,EQIX.OQ,0.46275095213963713,39.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,DLR.N,0.5397331945561415,36.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,AMT.N,0.5388468345106866,37.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,IRM.N,0.5838125344500518,29.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,VRT.N,,,False,False,False,data_center_power_cooling,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,ETN.N,0.585367516456777,28.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,TT.N,0.6004067467522767,22.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,JCI.N,0.6156942758262234,16.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,CARR.N,0.6500188388162748,9.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,TSLA.OQ,0.6802215987245803,3.0,True,True,True,robotics_autonomy,0.125,0.1,0.09387422196866185,0.12020630607779395,0.8319031111003692,0.07809425730785642,0.05361196782580833,0.6865033316657827,SELECTED
2021-01-04,TER.OQ,0.6689508057364527,4.0,True,True,True,robotics_autonomy,0.125,0.1,0.09387422196866185,0.12020630607779395,0.8319031111003692,0.07809425730785642,0.05361196782580833,0.6865033316657827,SELECTED
2021-01-04,ROK.N,0.5578657188310917,35.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,HON.OQ,0.6114266763695817,18.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,ISRG.OQ,0.59415463911812,25.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,ZBRA.OQ,0.5895051760471959,27.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,TRMB.OQ,,,False,False,False,robotics_autonomy,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,APTV.N,0.6494867163944533,10.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,0.0,0.0,0.6865033316657827,NOT_SELECTED
2021-01-04,SPY.P,,,False,True,False,market_hedge,0.0,0.0,0.0,0.12020630607779395,0.8319031111003692,-0.8319031111003694,-0.5711042573935333,0.6865033316657827,SPY_BETA_HEDGE
2021-02-03,NVDA.OQ,0.401423461157514,19.0,False,True,False,gpu_accelerator,0.0,0.0,0.0,,,0.055196268132698276,0.055196268132698276,1.0,SELECTED_COUNT_LT_5
2021-02-03,AMD.OQ,0.4686056117813165,4.0,False,True,False,gpu_accelerator,0.0,0.0,0.0,,,0.050939215720022336,0.050939215720022336,1.0,SELECTED_COUNT_LT_5
2021-02-03,AVGO.OQ,0.38975649640483445,21.0,False,True,False,gpu_accelerator,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,INTC.OQ,0.32824993785717527,35.0,False,True,False,gpu_accelerator,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,MRVL.OQ,,,False,False,False,gpu_accelerator,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,QCOM.OQ,0.3524585642359482,31.0,False,True,False,ai_semiconductor,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,TXN.OQ,0.3767760250529731,23.0,False,True,False,ai_semiconductor,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
